Class;Complexity Value
org.sigaept.edu.dominio.Mandato;15.2521407771
org.sigaept.auth.core.policy.DbPolicy;1.2
org.sigaept.edu.dao.TipoCertificadoMilitarDAO;2.94
org.sigaept.edu.dao.UnidadeEnsinoDAO;2.94
org.sigaept.edu.dao.ResultadoAvaliacaoConceitoDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTipoFeriadoEJB;0.0
org.sigaept.edu.negocio.fachada.IManterVisitaTecnicaGerencialEJB;0.0
org.sigaept.edu.dao.PoloEadDAO;2.94
org.sigaept.edu.dominio.LotacaoServidorPK;0.6
org.sigaept.edu.negocio.ejb.CopiarTurmaEJB;0.3
org.sigaept.nucleo.annotation.manager.AnnotatedMethod;0.0
org.sigaept.edu.dominio.ParticipacaoConselhoClasse;28.831506991827293
org.sigaept.edu.dao.CalendarioAcademicoMatrizCurricularDAO;2.94
org.sigaept.edu.negocio.fachada.IManterInscricaoProgramasAssistenciaEstudantilEJB;0.0
org.sigaept.edu.negocio.ejb.ManterTipoLogradouroEJB;0.42
org.sigaept.edu.dao.FuncionarioDAO;2.94
org.sigaept.edu.negocio.fachada.IManterCDUEJB;0.0
org.sigaept.edu.dao.ModalidadeCursoDAO;2.94
org.sigaept.edu.dominio.TemplateRelatorioEstagioPK;0.6
org.sigaept.edu.dominio.RequisitoPK;1.2
org.sigaept.auth.core.modelo.Permissao;9.0004644
org.sigaept.edu.dominio.util.AlunoMatriculado;69.37383300453627
org.sigaept.edu.dao.DisciplinaDAO;2.94
org.sigaept.edu.dao.ElementoCurricularAproveitadoElementoCurricularDAO;2.94
org.sigaept.edu.dao.RegraAcademicaDAO;2.94
org.sigaept.edu.dao.EstruturaOrganizacionalDAO;2.94
org.sigaepct.dominio.util.relatorio.Relatorio4Colunas;1.44
org.sigaept.auth.core.service.EntityPermissionService;6.81
org.sigaept.edu.dao.AvaliacaoDAO;2.94
org.sigaept.edu.dominio.DespesaGeral;9.656630552999998
org.sigaept.edu.dominio.EixoTecnologicoCursoSuperior;1.0598999999999998
org.sigaept.auth.core.dao.UsuarioPerfilDAO;2.94
org.sigaept.edu.negocio.ejb.ManterRegimeMatriculaEJB;0.42
org.sigaept.edu.dao.MaterialApoioPastaDAO;2.94
org.sigaept.edu.negocio.fachada.IManterOrgaoExpedidorEJB;0.0
org.sigaept.edu.dao.CategoriaTreinamentoDAO;2.94
org.sigaept.nucleo.util.web.CPFConverter;0.3
org.sigaept.edu.negocio.ejb.RelatorioEJB;0.3
org.sigaept.edu.dominio.AuditColecao;0.957
org.sigaept.edu.dominio.CursoOrigem;0.4599
org.sigaept.edu.dominio.EventoExterno;14.523007169999998
org.sigaept.edu.dao.StatusUsuarioDAO;2.94
org.sigaept.edu.dominio.StatusAluno;1.257
org.sigaept.edu.dao.DataLimiteEtapaDAO;2.94
org.sigaept.auth.core.permission.EntityActionPermission;1.44
org.sigaept.edu.dao.ResultadoAvaliacaoDAO;2.94
org.sigaept.edu.dominio.AproveitamentoAceleracaoeDispensa;17.533778163
org.sigaept.edu.dao.AlunoTrabalhadorDAO;2.94
org.sigaept.edu.dominio.util.CalendarioAcademicoDescritivoAux;4.8
org.sigaept.edu.dominio.SituacaoEstagio;0.4599
org.sigaept.edu.dominio.SituacaoEquipamentoEnsino;0.4599
org.sigaept.edu.dao.AreaTematicaDAO;2.94
org.sigaept.edu.dao.MatriculaDAO;2.94
org.sigaept.edu.dominio.ParticipacaoEventoExterno;19.439035808999996
org.sigaept.edu.dominio.TipoTemplateRelatorioEstagio;0.7599
org.sigaept.edu.negocio.fachada.IManterFormaOfertaEJB;0.0
org.sigaept.edu.negocio.ejb.VincularAlunoAClasseEJB;0.3
org.sigaept.edu.dominio.Matricula;55.431694262138976
org.sigaept.edu.dominio.util.EtapaNotaAlunos;6.849907979999999
org.sigaept.edu.negocio.ejb.ManterAulaEJB;0.42
org.sigaept.edu.dao.TipoEstagioDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTipoVinculoClasseEJB;0.0
org.sigaept.edu.dao.AlunoDAO;2.94
org.sigaept.edu.dao.ReaberturaTurmaDAO;2.94
org.sigaept.edu.dominio.TipoEstagioRegular;0.4599
org.sigaept.edu.dao.AprovadoProcessoSeletivoDAO;2.94
org.sigaept.edu.negocio.ejb.ManterRelatorioEstagioEJB;0.42
org.sigaept.edu.dominio.ValidaDocumento;2.17893
org.sigaept.edu.dominio.EstruturaOrganizacional;1.557
org.sigaept.edu.negocio.fachada.IManterAreaTematicaEJB;0.0
org.sigaept.edu.dominio.Medio;0.357
org.sigaept.edu.negocio.ejb.ManterHorarioAulaEJB;0.42
org.sigaept.edu.dominio.TecnicoAdministrativo;8.051454077099997
org.sigaept.nucleo.relatorio.RelatorioJasper;0.0
org.sigaepct.dominio.util.relatorio.Relatorio5Colunas;1.65
org.sigaept.edu.dao.EditalProcessoSeletivoDAO;2.94
org.sigaept.edu.dominio.util.ClasseAuxiliarGrade;0.7599
org.sigaept.edu.dominio.TipoArquivoRelatorioFinalEstagio;0.7818299999999999
org.sigaept.edu.negocio.fachada.IManterEtniaEJB;0.0
org.sigaept.edu.dao.EstagioMatriculaDAO;2.94
org.sigaept.edu.dominio.Profissao;1.0598999999999998
org.sigaept.edu.dominio.Aula;50.56643608598459
org.sigaept.edu.dominio.SubAreaConhecimentoCNPQ;0.7818299999999999
org.sigaept.edu.dao.PapelParticipanteDAO;2.94
org.sigaept.edu.dao.SituacaoVinculoDAO;2.94
org.sigaept.edu.dao.OrganizacaoAcademicaDAO;2.94
org.sigaept.edu.dominio.util.ClasseAuxiliarTurma;102.55897463412357
org.sigaept.edu.negocio.ejb.ManterClasseServidorEJB;0.42
org.sigaept.edu.dao.TipoPessoaJuridicaDAO;2.94
org.sigaept.edu.dominio.ContextoRegra;0.7599
org.sigaept.edu.dominio.AvaliacaoConceito;40.32845153201458
org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;0.42
org.sigaept.edu.dominio.RespostaAvaliacaoDocente;76.90169100022831
org.sigaept.edu.dao.GrauFormacaoDAO;2.94
org.sigaept.edu.dominio.TipoAula;36.653505260189206
org.sigaept.edu.dao.ConvenioDAO;2.94
org.sigaept.edu.dao.FuncaoServidorDAO;2.94
org.sigaept.edu.negocio.fachada.IManterServidorPentahoEJB;0.0
org.sigaept.edu.dominio.AreaCNPQ;0.7599
org.sigaept.auth.web.taglib.PermissaoTag;2.1
org.sigaept.edu.dominio.AlunoTrabalhador;11.091881552999999
org.sigaept.edu.dao.CessaoDAO;2.94
org.sigaept.nucleo.util.validarformula.ValidarRetorno;1.5
org.sigaept.edu.dao.AplicacaoPerguntasAssistenciaEstudantilDAO;2.94
org.sigaept.edu.dao.PessoaExternaDAO;2.94
org.sigaept.edu.dao.TipoUnidadeOrganizacionalDAO;2.94
org.sigaept.edu.dao.TipoLancamentoDadosHistoricoDAO;2.94
org.sigaept.edu.dominio.TipoRegimeMatricula;0.4599
org.sigaept.edu.dominio.util.UtilNotas;1.2
org.sigaept.edu.dominio.util.HistoricoEscolar;84.42486915902902
org.sigaept.edu.dominio.RegimeTrabalho;0.7599
org.sigaept.edu.dominio.Convenio;5.06259
org.sigaept.edu.negocio.fachada.IManterDataFixaEJB;0.0
org.sigaept.nucleo.util.AnexoEmail;0.6
org.sigaept.edu.negocio.ejb.ManterGrauFormacaoEJB;0.42
org.sigaept.edu.negocio.fachada.IManterSituacaoAvaliacaoProjetoExtensaoEJB;0.0
org.sigaept.edu.dominio.ProjetoPesquisa;22.389785069999995
org.sigaept.edu.dominio.util.NotaEtapaAluno;119.77049652171662
org.sigaept.nucleo.web.mb.GenericCrudPassoAPassoMB;3.8999999999999995
org.sigaept.edu.dominio.TipoMembro;0.7599
org.sigaept.edu.dominio.ReaberturaClasse;42.79968462911459
org.sigaept.edu.dao.TipoSituacaoMatriculaDAO;2.94
org.sigaept.edu.dao.AulaDAO;2.94
org.sigaept.edu.negocio.fachada.IManterPedidoRenovacaoMatriculaEJB;0.0
org.sigaept.edu.dao.UnidadeOrganizacionalDAO;2.94
org.sigaept.edu.dominio.Telefone;1.78893
org.sigaept.nucleo.util.validarformula.ValidadorFormula;2.6999999999999997
org.sigaept.edu.dominio.HorarioAula;0.957
org.sigaept.edu.negocio.ejb.ManterRelatorioAlunoEJB;0.42
org.sigaept.edu.dominio.AreaTematica;0.4599
org.sigaept.edu.dominio.ContaCorrentePagamento;1.489251
org.sigaept.edu.negocio.ejb.ManterPerguntasProgramasAssistenciaEstudantilEJB;0.42
org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;0.3
org.sigaept.edu.negocio.fachada.IManterAreaUnescoEJB;0.0
org.sigaept.edu.dominio.OrientadorTCCMatriculaPK;0.8999999999999999
org.sigaept.edu.dominio.TipoElementoCurricular;0.657
org.sigaept.edu.dominio.HorarioAulaClasse;37.70446754201459
org.sigaept.edu.dao.GrupoCurricularDAO;2.94
org.sigaept.edu.negocio.ejb.ManterParticipacaoEJB;0.42
org.sigaept.edu.dominio.PendenciaMatricula;40.381115983497274
org.sigaept.edu.dominio.DataLimiteEtapa;34.01862411329999
org.sigaept.edu.negocio.ejb.ManterOcorrenciaAlunoEJB;0.42
org.sigaept.edu.negocio.ejb.ManterClasseEJB;0.42
org.sigaept.edu.dao.TermoEstagioDAO;2.94
org.sigaept.edu.dominio.ProjetoPedagogicoCurso;11.371009983
org.sigaept.edu.dominio.GradeHorariaMatrizCurricular;23.749873969769997
org.sigaept.edu.dominio.Endereco;3.705141
org.sigaept.nucleo.ejb.IGenericCrud;0.0
org.sigaept.edu.negocio.fachada.IManterCategoriaProjetoExtensaoEJB;0.0
org.sigaept.edu.dominio.OrganizacaoAcademica;0.4599
org.sigaepct.dominio.util.relatorio.RelatorioDuasColunaTitulo;0.6
org.sigaept.edu.dao.NivelFuncionalServidorDAO;2.94
org.sigaept.edu.dominio.TipoRelatorioEstagio;0.4599
org.sigaept.edu.dao.EnturmacaoDAO;2.94
org.sigaept.edu.dominio.Funcionario;7.511000789999999
org.sigaept.edu.dominio.Registros;3.0
org.sigaept.edu.dominio.DocumentoIdentificacao;7.958000789999998
org.sigaept.edu.dominio.RegistrosComposto;0.6
org.sigaept.edu.dominio.ParticipacaoEventoExternoPK;0.8999999999999999
org.sigaept.edu.negocio.fachada.IManterConvenioEJB;0.0
org.sigaept.edu.dao.DocenciaDAO;2.94
org.sigaept.edu.negocio.fachada.IManterSistemaEnsinoEJB;0.0
org.sigaept.edu.dao.RelatorioFinalEstagioDAO;2.94
org.sigaept.edu.negocio.fachada.IManterPessoaExternaEJB;0.0
org.sigaept.edu.dominio.OfertaVaga;22.907665539
org.sigaept.auth.core.dao.UsuarioDAO;2.94
org.sigaept.edu.negocio.fachada.IManterPCCMatriculaEJB;0.0
org.sigaept.edu.dao.DataAcademicaDAO;2.94
org.sigaept.edu.dominio.AulaAntecipacaoReposicao;1.8299999999999998
org.sigaept.edu.dominio.FaltaPK;0.8999999999999999
org.sigaept.auth.web.faces.FacesAutorizacaoUtil;0.0
org.sigaept.edu.dao.ProcedimentoTreinamentoDAO;2.94
org.sigaepct.dominio.util.relatorio.RelatorioQuatroColunaValor;2.4
org.sigaept.edu.dao.InstituicaoDAO;2.94
org.sigaept.edu.dominio.PeriodoLetivo;13.413535079999999
org.sigaept.edu.negocio.fachada.IManterTipoLogradouroEJB;0.0
org.sigaept.edu.negocio.ejb.ManterGradeHorariaEJB;0.42
org.sigaept.edu.dominio.OrientadorPCCMatriculaPK;0.8999999999999999
org.sigaept.edu.dominio.EstruturaFisica;6.057
org.sigaept.edu.dao.EgressoDAO;2.94
org.sigaept.edu.dao.EtapaAvaliacaoConceitoDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTipoEscolaOrigemEJB;0.0
org.sigaept.auth.web.util.HttpAutenticacaoUtil;0.42
org.sigaept.edu.negocio.ejb.ManterCancelamentoMatriculaCursoEJB;0.42
org.sigaept.edu.dominio.GrauFormacao;0.4599
org.sigaept.edu.negocio.ejb.ManterAmbienteAprendizagemEJB;0.42
org.sigaept.edu.dao.GradeHorariaMatrizCurricularDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTurmaEJB;0.0
org.sigaept.edu.negocio.fachada.IManterPaisEJB;0.0
org.sigaept.auth.web.ConstantesHttp;1.2
org.sigaept.edu.negocio.ejb.ManterDataFixaEJB;0.42
org.sigaept.edu.dao.AuditStatusTransacaoDAO;2.94
org.sigaept.edu.dominio.HorarioAulaClassePK;0.6
org.sigaept.edu.dominio.AreaConhecimento;0.4599
org.sigaept.edu.dominio.InstituicaoExternaProjetoPesquisa;19.248168638999996
org.sigaept.edu.dominio.ResultadoEtapaAvaliacaoConceito;61.710267447858314
org.sigaept.auth.core.dao.PerfilDAO;2.94
org.sigaepct.dominio.util.relatorio.RelatorioUmaColunaTitulo;0.3
org.sigaept.edu.negocio.ejb.ManterTCCMatriculaEJB;0.42
org.sigaept.edu.negocio.ejb.ManterProgramaEJB;0.42
org.sigaepct.dominio.util.relatorio.RelatorioDuasColunaValor;1.2
org.sigaept.edu.negocio.ejb.ManterRegimeJuridicoEJB;0.42
org.sigaept.edu.dominio.PeriodicidadeIngresso;0.7599
org.sigaept.edu.dominio.ChamadaProcessoSeletivo;10.776053555999997
org.sigaept.edu.dao.EventoExternoDAO;2.94
org.sigaept.edu.negocio.fachada.IManterFonteFinanciamentoEJB;0.0
org.sigaept.edu.dominio.AuditStatusTransacao;0.4599
org.sigaept.edu.dominio.ModalidadeAprendizagem;0.4599
org.sigaept.edu.dominio.EducacaoSuperior;10.757869982999999
org.sigaept.edu.dominio.AbonoFalta;8.579930789999999
org.sigaept.edu.dominio.SistemaEnsino;0.4599
org.sigaept.edu.dominio.CriterioClassificacao;1.257
org.sigaept.edu.dominio.DataEspecial;20.041315435199998
org.sigaept.edu.negocio.fachada.IManterAreaConhecimentoEJB;0.0
org.sigaept.edu.dao.PedidoRenovacaoMatriculaDAO;2.94
org.sigaept.edu.dominio.PassaPorte;6.312530552999998
org.sigaept.edu.dominio.Disciplina;13.9601609781
org.sigaept.edu.dao.EixoTecnologicoCursoSuperiorDAO;2.94
org.sigaept.edu.dominio.TipoTelefone;0.7599
org.sigaept.edu.dominio.MatrizCurricularPeriodoPK;0.6
org.sigaept.edu.negocio.ejb.ManterEixoTecnologicoEJB;0.42
org.sigaept.edu.negocio.ejb.ManterSituacaoAvaliacaoProjetoExtensaoEJB;0.42
org.sigaept.auth.web.faces.renderer.PermRenderer;0.0
org.sigaept.edu.negocio.fachada.IManterPlanoEstagioEJB;0.0
org.sigaept.edu.dao.CancelamentoMatriculaClasseDAO;2.94
org.sigaept.edu.dao.StatusTramiteRelatorioFinalEstagioDAO;2.94
org.sigaept.edu.dominio.OcorrenciaAluno;10.346630552999997
org.sigaept.edu.dominio.InstituicaoExterna;4.4505987000000005
org.sigaept.edu.dao.PerfilAcaoDAO;2.94
org.sigaept.edu.dominio.SituacaoMatrizCurricular;0.7599
org.sigaept.edu.dominio.ModalidadeEnsino;1.664181
org.sigaept.edu.dao.TermoCompromissoDAO;2.94
org.sigaept.edu.negocio.fachada.IVincularAlunoAClasseEJB;0.0
org.sigaept.edu.negocio.ejb.ManterAtividadeComplementarMatriculaEJB;0.42
org.sigaept.edu.negocio.fachada.IManterEixoTecnologicoCursoTecnicoEJB;0.0
org.sigaept.auth.core.permission.CDUPermission;0.3
org.sigaept.edu.negocio.fachada.IAuditDadosEJB;0.0
org.sigaept.edu.dominio.UnidadeOrganizacionalProjetoExtensao;20.957607846
org.sigaept.edu.dao.TipoPendenciaMatriculaDAO;2.94
org.sigaept.edu.dao.ContextoPermissaoAcessoDAO;2.94
org.sigaept.edu.dominio.TipoEditalProjetoPesquisaExtensao;0.8999999999999999
org.sigaept.edu.negocio.fachada.IManterPeriodoAcompanhamentoEJB;0.0
org.sigaept.edu.dominio.ComiteAvaliacao;1.629111
org.sigaept.edu.negocio.fachada.IManterAmbienteAprendizagemEJB;0.0
org.sigaept.edu.negocio.fachada.IAuditSessaoEJB;0.0
org.sigaept.edu.dao.TipoEventoProjetoPesquisaExtensaoDAO;2.94
org.sigaept.edu.dominio.UnidadeEnsino;15.6208644
org.sigaept.edu.dao.MunicipioDAO;2.94
org.sigaept.edu.dominio.StatusUsuario;0.7599
org.sigaept.edu.dominio.InscricaoEstadual;3.754184762999999
org.sigaept.auth.core.modelo.Duracao;1.257
org.sigaept.auth.web.faces.component.SemPermissaoComponent;1.68
org.sigaept.edu.dao.CertidaoNascimentoDAO;2.94
org.sigaept.edu.negocio.fachada.IManterRegimeJuridicoEJB;0.0
org.sigaept.edu.dominio.ParentescoPK;0.6
org.sigaept.edu.negocio.fachada.IManterRelatorioAcompanhamentoEJB;0.0
org.sigaept.edu.dao.NecessidadeEspecialDAO;2.94
org.sigaept.auth.core.util.CriptografiaUtil;0.6
org.sigaept.edu.dao.EmailDAO;2.94
org.sigaepct.dominio.util.relatorio.RelatorioCabecalhoTituloValor;0.6
org.sigaept.nucleo.util.web.CEIConverter;0.3
org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.42
org.sigaept.edu.dominio.AtoAutorizativo;1.87893
org.sigaept.edu.dao.FonteFinanciamentoDAO;2.94
org.sigaept.edu.dao.ReaberturaClasseDAO;2.94
org.sigaept.edu.dominio.Equivalencia;49.744491332399996
org.sigaept.edu.dao.TipoPeriodoMatrizCurricularDAO;2.94
org.sigaept.edu.negocio.ejb.ManterConfiguracaoGeralEJB;0.42
org.sigaept.edu.dao.OcorrenciaAlunoDAO;2.94
org.sigaept.edu.dao.ModalidadeAprendizagemDAO;2.94
org.sigaept.edu.dominio.Usuario;9.969830789999998
org.sigaept.edu.dao.CategoriaConvenioDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTipoIngressoEJB;0.0
org.sigaept.edu.dominio.ConfiguracaoGeral;2.457
org.sigaepct.dominio.util.relatorio.Relatorio2Colunas;1.02
org.sigaept.edu.dominio.PermissaoPK;0.8999999999999999
org.sigaept.edu.negocio.ejb.ManterReservaAmbienteDeAprendizagemEJB;0.42
org.sigaept.edu.dao.TipoPeriodoLetivoDAO;2.94
org.sigaept.edu.dao.CPFDAO;2.94
org.sigaept.edu.dao.RegimeMatriculaDAO;2.94
org.sigaept.edu.dominio.FonteFinanciamento;0.4599
org.sigaept.edu.dao.RegimeLetivoDAO;2.94
org.sigaept.edu.negocio.ejb.ManterRelatorioAcompanhamentoEJB;0.42
org.sigaept.edu.dominio.util.DiarioNotas;30.50091607241021
org.sigaept.edu.dominio.TipoTermoEstagio;0.4599
org.sigaept.edu.dominio.Cargo;0.4599
org.sigaept.edu.dominio.Sequencial;0.88893
org.sigaept.edu.dominio.AditivoEstagio;49.115250775948105
org.sigaept.edu.negocio.fachada.IManterTipoOcorrenciaEJB;0.0
org.sigaept.nucleo.util.validarformula.Arredondar;0.0
org.sigaept.edu.dao.CategoriaProgramaDAO;2.94
org.sigaept.edu.negocio.fachada.IManterCancelamentoMatriculaCursoEJB;0.0
org.sigaept.edu.dao.InstituicaoExternaDAO;2.94
org.sigaept.edu.dominio.CessaoPK;0.8999999999999999
org.sigaept.edu.negocio.fachada.IManterClasseEJB;0.0
org.sigaept.edu.negocio.fachada.IManterAgenciaPagamentoEJB;0.0
org.sigaept.edu.dao.AtividadeComplementarDAO;2.94
org.sigaept.edu.dominio.NecessidadeEspecial;0.4599
org.sigaept.edu.dominio.Pergunta;0.99183
org.sigaept.edu.dao.AuditSessaoDAO;2.94
org.sigaept.edu.dominio.ProcedimentoTreinamento;1.98183
org.sigaept.edu.dominio.TipoParticipanteEnade;0.4599
org.sigaept.edu.dao.EducacensoDAO;3.2399999999999998
org.sigaept.edu.dao.ParticipacaoProgramaAssisEstudantilDAO;2.94
org.sigaept.edu.dominio.TipoConvenioEstagio;0.4599
org.sigaept.edu.dominio.CalendarioAcademico;25.570836336
org.sigaept.edu.dominio.AreaUnesco;0.4599
org.sigaept.edu.dominio.PlanoEstagio;39.617269558815295
org.sigaept.edu.dominio.PlanoEstudo;63.68270939868708
org.sigaept.edu.dominio.Pais;1.0598999999999998
org.sigaept.edu.negocio.fachada.IManterTipoAtoAutorizativoEJB;0.0
org.sigaept.nucleo.util.web.HoraConverter;0.3
org.sigaept.edu.dominio.ReaberturaClassePK;0.6
org.sigaept.edu.dominio.ReaberturaTurmaClasse;8.235881552999997
org.sigaept.edu.dao.CursoDAO;2.94
org.sigaept.edu.negocio.ejb.ReaberturaTurmaClasseEJB;0.42
org.sigaept.edu.dominio.CategoriaProjetoExtensaoLeaf;0.32192999999999994
org.sigaept.auth.core.principal.BasePrincipal;0.8999999999999999
org.sigaept.edu.dominio.OrientadorPCCMatricula;54.56211255890537
org.sigaept.edu.negocio.fachada.IManterBancoPagamentoEJB;0.0
org.sigaept.edu.dao.ConfiguracaoGeralDAO;2.94
org.sigaept.edu.dao.TecnicoAdministrativoDAO;2.94
org.sigaept.edu.dominio.RelatorioFinalEstagioTramite;0.9789299999999999
org.sigaept.edu.dominio.PerguntasProgramasAssistenciaEstudantil;9.920488079999997
org.sigaept.edu.dominio.AuditSessao;8.835881552999997
org.sigaept.edu.dao.OrgaoExpedidorDAO;2.94
org.sigaept.edu.dao.VerificacaoCasoLogDAO;2.94
org.sigaept.edu.dao.EstruturaEtapaAvaliacaoMatrizCurricularDAO;2.94
org.sigaept.edu.dao.ParticipacaoDAO;2.94
org.sigaept.edu.dominio.AuditTipoOperacao;0.4599
org.sigaept.nucleo.util.validarformula.ArredondarCima;0.0
org.sigaept.edu.dominio.EstagioMatricula;68.79750110849729
org.sigaept.edu.dao.ProgramaDAO;2.94
org.sigaept.edu.dominio.ModalidadeCurso;0.4599
org.sigaept.edu.dominio.AtividadeComplementar;11.560160978099999
org.sigaept.edu.dao.CicloMatriculaDAO;2.94
org.sigaept.edu.dominio.TipoPessoaJuridica;0.4599
org.sigaept.edu.dominio.util.VisualizaCadastro;0.6
org.sigaept.edu.dao.StatusHistoricoEnadeDAO;2.94
org.sigaept.edu.dao.RelatorioPentahoDAO;2.94
org.sigaept.edu.negocio.ejb.ManterReservaEquipamentoEnsinoEJB;0.42
org.sigaept.edu.dao.ModalidadeBolsaPesquisaExtensaoDAO;2.94
org.sigaept.edu.dao.EtapaAvaliacaoDAO;2.94
org.sigaept.nucleo.util.StringUtils;0.0
org.sigaept.edu.dominio.TipoParentesco;1.0818299999999998
org.sigaept.edu.dominio.util.DiarioClassePesquisa;2.6999999999999997
org.sigaept.edu.negocio.fachada.IManterEixoTecnologicoCursoNaoCatalagoEJB;0.0
org.sigaept.edu.dominio.TipoOcorrencia;0.4599
org.sigaept.edu.negocio.fachada.IManterRelatorioEstagioEJB;0.0
org.sigaept.edu.dominio.TermoAditivo;4.800813
org.sigaept.edu.dominio.MatrizCurricularPeriodo;14.017084688099997
org.sigaept.edu.dominio.CategoriaPrograma;0.4599
org.sigaept.edu.dominio.RegistroAula;0.657
org.sigaept.edu.dominio.Turma;38.530924315769994
org.sigaept.edu.dominio.CDU;4.6518299999999995
org.sigaept.edu.dominio.Egresso;0.957
org.sigaept.edu.dao.PlanoEstudoDAO;2.94
org.sigaept.edu.negocio.ejb.ManterConjuntoTemplateRelatorioEstagioEJB;0.42
org.sigaept.edu.dao.StatusEnadeDAO;2.94
org.sigaept.edu.dao.AreaEstagioDAO;2.94
org.sigaept.edu.dao.TCCDAO;2.94
org.sigaept.auth.core.modelo.Acao;2.157
org.sigaept.edu.negocio.ejb.ImprimirDiarioDeClasseEJB;0.3
org.sigaepct.dominio.util.relatorio.RelatorioTresColunaValor;1.7999999999999998
org.sigaept.edu.dao.AvaliacaoConceitoDAO;2.94
org.sigaept.edu.negocio.ejb.ManterAvaliarProjetoExtensaoEJB;0.42
org.sigaept.edu.dominio.util.PessoaSimplificado;7.211000789999999
org.sigaept.edu.dao.OrgaoPublicoDAO;2.94
org.sigaept.edu.dominio.EtapaEnsino;1.29183
org.sigaept.nucleo.util.validarformula.ArredondarBaixo;0.0
org.sigaept.edu.dominio.PedidoRenovacaoMatricula;50.64866053949728
org.sigaept.nucleo.util.validarformula.ArredondamentoMultiplo;0.0
org.sigaept.edu.dao.ZonaProcedenciaDAO;2.94
org.sigaept.auth.web.taglib.ComPermissaoTag;1.77
org.sigaept.edu.dao.ParentescoDAO;2.94
org.sigaept.edu.dominio.OrcamentoProjetoPesquisaExtensao;33.121752404999995
org.sigaept.edu.dominio.StatusEnade;0.4599
org.sigaept.edu.dominio.TipoPendenciaMatricula;0.4599
org.sigaept.edu.dominio.TipoAtividadeComplementar;0.7599
org.sigaept.edu.dao.TipoAtoAutorizativoDAO;2.94
org.sigaept.edu.dao.PessoaFisicaDAO;2.94
org.sigaept.edu.dominio.GradeHorarioHorarioAulaPK;0.6
org.sigaept.edu.dominio.AreaEstagio;0.4599
org.sigaepct.dominio.util.relatorio.RelatorioSeisColunaTitulo;1.7999999999999998
org.sigaept.edu.negocio.ejb.ManterSexoEJB;0.42
org.sigaept.edu.dao.PeriodoLetivoDAO;2.94
org.sigaept.edu.negocio.fachada.IManterTipoEditalProjetoPesquisaExtensaoEJB;0.0
org.sigaept.edu.dao.DescricaoRegraDAO;2.94
org.sigaept.edu.dominio.CEI;3.754184762999999
org.sigaept.edu.dao.AnoConclusaoInstituicaoOrigemDAO;2.94
org.sigaept.edu.negocio.fachada.IManterAreaIngressoEJB;0.0
org.sigaept.edu.dao.EixoTecnologicoDAO;2.94
org.sigaept.auth.web.ConfiguracaoFiltroAutorizacao;5.1
org.sigaept.edu.negocio.fachada.IManterCategoriaAmbienteAprendizagemEJB;0.0
org.sigaept.edu.negocio.fachada.IManterCategoriaProgramaEJB;0.0
org.sigaept.edu.negocio.fachada.IManterEnadeEJB;0.0
org.sigaept.edu.negocio.fachada.IManterAbonoFaltaEJB;0.0
org.sigaept.edu.dominio.PosGraduacao;0.357
org.sigaept.edu.negocio.fachada.IManterModalidadeCursoEJB;0.0
org.sigaept.edu.negocio.fachada.IManterDescricaoCriterioClassificacaoEJB;0.0
org.sigaept.edu.dominio.TipoPeriodoLetivo;0.4599
org.sigaept.edu.dominio.ServidorPentaho;0.957
org.sigaept.edu.negocio.ejb.ManterStatusAlunoEJB;0.42
org.sigaept.edu.dao.OfertaVagaDAO;2.94
org.sigaept.edu.dominio.RelatorioUnico;0.957
org.sigaept.edu.dao.PeriodoAvaliacaoDocenteDAO;2.94
org.sigaept.edu.dominio.AvaliarProjetoExtensao;28.394695255439995
org.sigaept.edu.dominio.EixoTecnologicoCursoNaoCatalago;0.4599
org.sigaept.edu.dao.AproveitamentoAceleracaoeDispensaDAO;2.94
org.sigaept.edu.dominio.TipoLancamentoDadosHistorico;0.4599
org.sigaept.edu.dominio.TipoEventoProjetoPesquisaExtensao;13.291231999200003
org.sigaept.edu.negocio.fachada.IManterReservaAmbienteDeAprendizagemEJB;0.0
org.sigaept.edu.dao.TipoParticipanteDAO;2.94
org.sigaept.edu.dominio.util.DadosAuditoria;1.7999999999999998
org.sigaept.edu.dominio.TipoDataAcademica;0.4599
org.sigaept.edu.dominio.TipoEixoTecnologico;0.4599
org.sigaept.edu.negocio.ejb.ManterLocalizacaoEJB;0.42
org.sigaept.auth.core.permission.CDUActionPermission;1.14
org.sigaept.edu.dominio.util.ClasseHorario;1.5
org.sigaept.edu.dominio.TipoDespesa;0.7599
org.sigaept.edu.negocio.fachada.IManterPeriodoLetivoEJB;0.0
org.sigaept.edu.dominio.DescricaoCriterioClassificacao;0.7599
org.sigaept.edu.negocio.ejb.ManterAproveitamentoAceleracaoeDispensaEJB;0.42
org.sigaept.edu.dominio.AlunoTrabalhadorPK;0.6
org.sigaept.edu.dao.TreinamentoDAO;2.94
